deal_id,company_name,region,industry,lead_source,sales_rep,stage,amount_usd,created_date,close_date,is_won,sales_cycle_days
D00090,Zenith Industries,West,Education,Cold Call,Arjun Mehta,Qualification,7400.0,2025-10-23,,False,
D00091,Titan Technologies,Central,It Services,Social Media,Vikram Shah,Prospecting,14900.0,2026-01-28,,False,
D00092,Everest Corp,South,Healthcare,Partner,Rohit Verma,Closed Lost,22600.0,2025-07-27,2025-09-17,False,52.0
D00093,Kinetic Systems,South,Education,Social Media,Sneha Iyer,Prospecting,4000.0,2024-05-19,,False,
D00094,Jupiter Enterprises,East,Retail,Social Media,Vikram Shah,Qualification,11200.0,2026-05-17,,False,
D00095,Orbit Corp,North,Retail,Website,Priya Nair,Prospecting,6200.0,2024-11-16,,False,
D00096,Lumina Solutions,North,Finance,Social Media,Rohit Verma,Qualification,34500.0,2025-02-22,,False,
D00097,Vertex Technologies,East,Healthcare,Website,Karan Malhotra,Qualification,13700.0,2024-05-16,,False,
D00098,Summit Group,East,Finance,Partner,Sneha Iyer,Closed Won,38400.0,2026-04-11,2026-06-04,True,54.0
D00099,Radiant Systems,West,Retail,Partner,Vikram Shah,Proposal,9800.0,2024-03-18,,False,
D00100,Orbit Systems,North,Retail,Website,Ananya Rao,Qualification,8900.0,2025-09-28,,False,
D00101,Orbit Enterprises,East,Manufacturing,Trade Show,Kavya Reddy,Closed Lost,27900.0,2026-03-31,2026-04-22,False,22.0
D00102,Alpha Enterprises,East,It Services,Partner,Arjun Mehta,Proposal,20000.0,2024-10-15,,False,
D00103,Jupiter Industries,South,Manufacturing,Partner,Priya Nair,Qualification,16400.0,2024-09-10,,False,
D00104,Meridian Solutions,Central,Finance,Trade Show,Rohit Verma,Closed Won,18300.0,2024-04-27,2024-05-30,True,33.0
D00105,Kinetic Group,East,It Services,Trade Show,Vikram Shah,Negotiation,8600.0,2025-02-14,,False,
D00106,Meridian Corp,South,Education,Cold Call,Rohit Verma,Qualification,4800.0,2026-04-21,,False,
D00107,Delta Technologies,West,Healthcare,Trade Show,Rohit Verma,Negotiation,26700.0,2024-07-28,,False,
D00108,Ironclad Corp,East,Finance,Social Media,Karan Malhotra,Negotiation,38100.0,2026-03-09,,False,
D00109,Delta Corp,Central,Finance,Referral,Arjun Mehta,Proposal,24300.0,2026-02-17,,False,
D00110,Jupiter Technologies,Central,Retail,Partner,Ananya Rao,Qualification,11000.0,2025-07-20,,False,
D00111,Kinetic Corp,North,Healthcare,Trade Show,Ananya Rao,Prospecting,8700.0,2024-11-08,,False,
D00112,Vertex Industries,East,It Services,Cold Call,Priya Nair,Closed Lost,500.0,2025-02-21,2025-03-08,False,15.0
D00113,Radiant Enterprises,Central,Healthcare,Social Media,Vikram Shah,Qualification,17600.0,2026-05-05,,False,
D00114,Vertex Corp,West,Retail,Website,Rohit Verma,Qualification,16200.0,2024-02-18,,False,
D00115,Quantum Enterprises,East,Healthcare,Cold Call,Arjun Mehta,Proposal,18400.0,2024-05-20,,False,
D00116,Summit Systems,East,Manufacturing,Website,Arjun Mehta,Proposal,49300.0,2025-04-21,,False,
D00117,Zenith Systems,East,It Services,Website,Karan Malhotra,Proposal,26700.0,2024-04-22,,False,
D00118,Alpha Systems,South,Healthcare,Social Media,Vikram Shah,Proposal,16200.0,2025-10-04,,False,
D00119,Orbit Enterprises,East,Finance,Social Media,Ananya Rao,Qualification,42300.0,2024-11-08,,False,
D00120,Vertex Enterprises,East,It Services,Trade Show,Sneha Iyer,Closed Lost,17600.0,2025-08-01,2025-11-07,False,98.0
D00121,Unity Group,South,Manufacturing,Website,Kavya Reddy,Qualification,38700.0,2026-06-28,,False,
D00122,Zenith Technologies,South,Manufacturing,Cold Call,Kavya Reddy,Closed Won,20200.0,2026-06-15,2026-06-30,True,15.0
D00123,Titan Solutions,South,Finance,Trade Show,Priya Nair,Negotiation,42200.0,2024-09-12,,False,
D00124,Nexus Industries,North,Manufacturing,Cold Call,Ananya Rao,Closed Won,15200.0,2026-05-03,2026-06-16,True,44.0
D00125,Kinetic Corp,North,Retail,Social Media,Arjun Mehta,Negotiation,8100.0,2025-07-05,,False,
D00126,Unity Solutions,Central,Healthcare,Social Media,Vikram Shah,Negotiation,20500.0,2024-04-18,,False,
D00127,Falcon Solutions,South,Retail,Partner,Ananya Rao,Proposal,6200.0,2024-12-21,,False,
D00128,Bright Technologies,North,Education,Cold Call,Karan Malhotra,Prospecting,6800.0,2024-12-07,,False,
D00129,Unity Technologies,South,Finance,Website,Vikram Shah,Negotiation,25000.0,2026-01-18,,False,
D00130,Delta Group,East,Retail,Cold Call,Sneha Iyer,Qualification,12700.0,2024-05-09,,False,
D00131,Global Group,East,Healthcare,Trade Show,Ananya Rao,Prospecting,17100.0,2026-03-04,,False,
D00132,Titan Group,North,Manufacturing,Trade Show,Kavya Reddy,Closed Lost,19200.0,2025-10-25,2025-12-19,False,55.0
D00133,Unity Industries,South,Retail,Referral,Vikram Shah,Negotiation,8400.0,2025-05-21,,False,
D00134,Horizon Solutions,North,Retail,Partner,Priya Nair,Proposal,5400.0,2025-12-13,,False,
D00135,Lumina Group,South,It Services,Cold Call,Sneha Iyer,Closed Won,14600.0,2025-05-12,2025-06-19,True,38.0
D00136,Everest Corp,East,Finance,Website,Kavya Reddy,Prospecting,37400.0,2026-03-25,,False,
D00137,Jupiter Systems,North,Finance,Referral,Kavya Reddy,Closed Lost,38800.0,2025-12-10,2026-01-25,False,46.0
D00138,Nexus Systems,Central,Education,Referral,Kavya Reddy,Qualification,3400.0,2025-02-04,,False,
D00139,Titan Systems,East,Finance,Referral,Kavya Reddy,Prospecting,42600.0,2025-11-18,,False,
D00140,Meridian Solutions,North,Education,Cold Call,Rohit Verma,Proposal,6200.0,2025-02-05,,False,
D00141,Meridian Solutions,North,It Services,Partner,Arjun Mehta,Proposal,21100.0,2024-07-01,,False,
D00142,Zenith Enterprises,South,Manufacturing,Social Media,Priya Nair,Closed Lost,30900.0,2024-06-09,2024-06-24,False,15.0
D00143,Quantum Enterprises,East,Healthcare,Social Media,Rohit Verma,Proposal,17800.0,2024-05-20,,False,
D00144,Global Technologies,South,Education,Website,Kavya Reddy,Closed Won,3900.0,2024-09-28,2024-10-25,True,27.0
D00145,Everest Industries,South,It Services,Referral,Arjun Mehta,Proposal,19800.0,2024-01-03,,False,
D00146,Delta Technologies,North,Retail,Website,Karan Malhotra,Prospecting,9800.0,2025-03-07,,False,
D00147,Global Technologies,East,Education,Partner,Vikram Shah,Closed Won,5600.0,2026-03-17,2026-03-29,True,12.0
D00148,Jupiter Group,Central,Healthcare,Partner,Arjun Mehta,Negotiation,13300.0,2026-05-10,,False,
D00149,Falcon Enterprises,North,Retail,Referral,Priya Nair,Proposal,12500.0,2024-08-13,,False,
D00150,Orbit Industries,East,Education,Partner,Karan Malhotra,Closed Lost,9700.0,2024-03-02,2024-03-29,False,27.0
D00151,Ironclad Group,East,Healthcare,Trade Show,Sneha Iyer,Proposal,30900.0,2025-09-01,,False,
D00152,Falcon Group,East,Manufacturing,Trade Show,Kavya Reddy,Closed Won,35800.0,2026-01-07,2026-03-02,True,54.0
D00153,Pioneer Enterprises,South,Education,Partner,Rohit Verma,Prospecting,8200.0,2026-06-19,,False,
D00154,Alpha Corp,South,Healthcare,Partner,Sneha Iyer,Qualification,18300.0,2024-11-18,,False,
D00155,Unity Solutions,North,Finance,Cold Call,Sneha Iyer,Closed Won,35100.0,2024-08-03,2024-10-09,True,67.0
D00156,Summit Systems,West,Finance,Cold Call,Sneha Iyer,Negotiation,28000.0,2024-12-21,,False,
D00157,Meridian Enterprises,South,It Services,Referral,Arjun Mehta,Qualification,15900.0,2024-12-28,,False,
D00158,Ironclad Industries,Central,Education,Cold Call,Ananya Rao,Prospecting,5300.0,2025-06-07,,False,
D00159,Global Solutions,East,Education,Cold Call,Arjun Mehta,Proposal,3900.0,2025-03-23,,False,
D00160,Delta Solutions,Central,Education,Trade Show,Rohit Verma,Closed Lost,2500.0,2024-08-20,2024-11-05,False,77.0
D00161,Jupiter Corp,North,It Services,Social Media,Ananya Rao,Qualification,22200.0,2024-11-19,,False,
D00162,Crest Technologies,Central,It Services,Trade Show,Priya Nair,Closed Won,24400.0,2024-07-28,2024-08-10,True,13.0
D00163,Delta Industries,South,Education,Referral,Sneha Iyer,Prospecting,5800.0,2025-07-23,,False,
D00164,Bright Systems,Central,Finance,Cold Call,Rohit Verma,Proposal,43500.0,2024-04-08,,False,
D00165,Pioneer Enterprises,West,Finance,Partner,Kavya Reddy,Closed Won,15300.0,2025-06-22,2025-09-11,True,81.0
D00166,Crest Industries,West,Education,Referral,Sneha Iyer,Closed Lost,3000.0,2025-03-28,2025-07-02,False,96.0
D00167,Quantum Enterprises,East,It Services,Social Media,Ananya Rao,Proposal,23700.0,2024-09-27,,False,
D00168,Global Group,East,Education,Referral,Rohit Verma,Qualification,4400.0,2024-11-04,,False,
D00169,Quantum Corp,North,Education,Social Media,Kavya Reddy,Closed Lost,4400.0,2025-06-19,2025-08-25,False,67.0
D00170,Unity Solutions,West,Education,Social Media,Sneha Iyer,Qualification,10300.0,2025-11-08,,False,
D00171,Radiant Corp,Central,Retail,Partner,Vikram Shah,Proposal,11900.0,2024-12-09,,False,
D00172,Nexus Systems,East,Retail,Website,Rohit Verma,Closed Lost,15700.0,2024-04-11,2024-06-11,False,61.0
D00173,Alpha Industries,South,It Services,Website,Vikram Shah,Qualification,14900.0,2025-10-21,,False,
D00174,Vertex Systems,North,Finance,Trade Show,Vikram Shah,Proposal,32300.0,2026-01-14,,False,
D00175,Horizon Group,South,Manufacturing,Trade Show,Ananya Rao,Negotiation,14400.0,2025-11-16,,False,
D00176,Orbit Group,South,It Services,Social Media,Rohit Verma,Closed Won,11100.0,2024-11-12,2024-12-23,True,41.0
D00177,Vertex Solutions,West,It Services,Social Media,Vikram Shah,Prospecting,11500.0,2025-01-17,,False,
D00178,Meridian Group,West,It Services,Partner,Ananya Rao,Closed Won,8800.0,2025-11-30,2026-01-08,True,39.0
D00179,Radiant Group,East,It Services,Referral,Arjun Mehta,Proposal,11800.0,2025-09-22,,False,
D00180,Jupiter Group,North,Healthcare,Cold Call,Rohit Verma,Qualification,14400.0,2025-10-23,,False,
D00181,Titan Enterprises,West,Retail,Social Media,Sneha Iyer,Qualification,8000.0,2024-07-25,,False,
D00182,Unity Solutions,East,Retail,Trade Show,Vikram Shah,Closed Won,13100.0,2025-05-30,2025-07-09,True,40.0
D00183,Jupiter Group,South,It Services,Social Media,Kavya Reddy,Negotiation,19800.0,2025-05-26,,False,
D00184,Horizon Technologies,South,Finance,Website,Priya Nair,Proposal,32200.0,2024-09-24,,False,
D00185,Bright Systems,South,It Services,Social Media,Arjun Mehta,Negotiation,10800.0,2026-01-21,,False,
D00186,Global Industries,West,Finance,Social Media,Karan Malhotra,Qualification,28300.0,2025-07-06,,False,
D00187,Bright Group,North,Healthcare,Website,Ananya Rao,Negotiation,8700.0,2024-03-24,,False,
D00188,Crest Corp,West,Finance,Cold Call,Vikram Shah,Negotiation,43900.0,2025-02-27,,False,
D00189,Ironclad Industries,Central,Manufacturing,Trade Show,Arjun Mehta,Qualification,46900.0,2024-09-26,,False,
D00190,Everest Systems,West,It Services,Website,Priya Nair,Qualification,7400.0,2025-05-27,,False,
D00191,Orbit Corp,North,It Services,Trade Show,Kavya Reddy,Proposal,13400.0,2024-07-22,,False,
D00192,Alpha Systems,Central,It Services,Referral,Sneha Iyer,Closed Lost,11300.0,2026-05-31,2026-06-30,False,30.0
D00193,Jupiter Technologies,North,Healthcare,Social Media,Rohit Verma,Qualification,14100.0,2024-02-28,,False,
D00194,Radiant Enterprises,East,Healthcare,Social Media,Vikram Shah,Proposal,17000.0,2025-11-23,,False,
D00195,Meridian Technologies,West,Education,Trade Show,Kavya Reddy,Proposal,8600.0,2025-05-09,,False,
D00196,Vertex Systems,Central,Education,Partner,Kavya Reddy,Closed Lost,7200.0,2024-12-01,2024-12-25,False,24.0
D00197,Radiant Solutions,South,Healthcare,Referral,Arjun Mehta,Negotiation,24900.0,2026-03-12,,False,
D00198,Alpha Group,North,Education,Trade Show,Ananya Rao,Closed Won,8000.0,2026-01-13,2026-03-02,True,48.0
D00199,Pioneer Enterprises,North,Retail,Website,Ananya Rao,Qualification,13800.0,2024-08-07,,False,
D00200,Falcon Corp,North,Healthcare,Trade Show,Vikram Shah,Prospecting,17200.0,2025-08-07,,False,
D00201,Vertex Systems,East,Finance,Cold Call,Ananya Rao,Closed Won,14700.0,2025-04-26,2025-06-26,True,61.0
D00202,Lumina Corp,North,Retail,Website,Priya Nair,Proposal,2700.0,2026-04-07,,False,
D00203,Crest Enterprises,South,Manufacturing,Social Media,Ananya Rao,Negotiation,25600.0,2024-09-23,,False,
D00204,Pioneer Enterprises,North,It Services,Partner,Vikram Shah,Closed Lost,14100.0,2025-03-29,2025-06-11,False,74.0
D00205,Meridian Enterprises,South,It Services,Cold Call,Priya Nair,Closed Won,19600.0,2024-02-12,2024-02-23,True,11.0
D00206,Vertex Group,East,It Services,Partner,Sneha Iyer,Negotiation,16700.0,2026-03-03,,False,
D00207,Orbit Technologies,West,Finance,Trade Show,Arjun Mehta,Qualification,7100.0,2026-03-12,,False,
D00208,Kinetic Systems,Central,It Services,Referral,Ananya Rao,Closed Won,9200.0,2025-02-23,2025-04-14,True,50.0
D00209,Delta Technologies,North,Manufacturing,Partner,Vikram Shah,Qualification,30500.0,2026-06-27,,False,
D00210,Orbit Group,North,It Services,Partner,Vikram Shah,Prospecting,30300.0,2025-03-27,,False,
D00211,Jupiter Industries,South,Manufacturing,Website,Sneha Iyer,Qualification,29100.0,2024-01-26,,False,
D00212,Global Solutions,West,Manufacturing,Cold Call,Rohit Verma,Qualification,30900.0,2024-06-02,,False,
D00213,Alpha Systems,North,Healthcare,Trade Show,Vikram Shah,Negotiation,22900.0,2025-03-14,,False,
D00214,Kinetic Solutions,Central,Healthcare,Trade Show,Kavya Reddy,Prospecting,23300.0,2025-10-22,,False,
D00215,Crest Solutions,South,Healthcare,Partner,Vikram Shah,Proposal,8300.0,2025-03-16,,False,
D00216,Nexus Group,North,Retail,Cold Call,Kavya Reddy,Proposal,2700.0,2025-01-08,,False,
D00217,Crest Industries,West,Finance,Website,Rohit Verma,Qualification,42500.0,2024-10-14,,False,
D00218,Bright Technologies,North,It Services,Partner,Ananya Rao,Proposal,11300.0,2025-10-09,,False,
D00219,Crest Corp,South,Healthcare,Social Media,Rohit Verma,Qualification,23000.0,2024-05-28,,False,
D00220,Crest Solutions,West,Manufacturing,Social Media,Ananya Rao,Prospecting,5500.0,2026-04-17,,False,
D00221,Orbit Industries,West,Finance,Partner,Sneha Iyer,Negotiation,22500.0,2025-10-23,,False,
D00222,Lumina Technologies,North,It Services,Website,Karan Malhotra,Proposal,1000.0,2024-11-06,,False,
D00223,Unity Technologies,Central,It Services,Trade Show,Ananya Rao,Proposal,12000.0,2024-10-05,,False,
D00224,Titan Solutions,North,Finance,Trade Show,Arjun Mehta,Prospecting,21800.0,2025-02-09,,False,
D00225,Kinetic Group,East,Retail,Website,Ananya Rao,Prospecting,4200.0,2024-12-26,,False,
D00226,Falcon Group,South,It Services,Referral,Kavya Reddy,Qualification,17200.0,2024-06-28,,False,
D00227,Meridian Group,North,Manufacturing,Social Media,Vikram Shah,Closed Won,28700.0,2024-11-11,2025-02-04,True,85.0
D00228,Unity Group,West,Education,Website,Kavya Reddy,Closed Won,7300.0,2025-04-06,2025-07-26,True,111.0
D00229,Vertex Industries,South,Retail,Referral,Ananya Rao,Closed Lost,7900.0,2025-04-10,2025-05-01,False,21.0
D00230,Falcon Industries,West,Healthcare,Cold Call,Ananya Rao,Closed Lost,12200.0,2024-04-19,2024-06-21,False,63.0
D00231,Meridian Systems,Central,It Services,Trade Show,Karan Malhotra,Qualification,17100.0,2025-06-20,,False,
D00232,Zenith Group,East,Education,Referral,Rohit Verma,Closed Won,4900.0,2026-04-25,2026-06-24,True,60.0
D00233,Bright Corp,East,Manufacturing,Referral,Ananya Rao,Prospecting,19400.0,2024-10-13,,False,
D00234,Global Industries,West,Retail,Trade Show,Rohit Verma,Closed Won,5700.0,2024-11-24,2024-12-24,True,30.0
D00235,Everest Technologies,West,Education,Referral,Kavya Reddy,Negotiation,4300.0,2024-08-08,,False,
D00236,Vertex Corp,Central,Healthcare,Cold Call,Rohit Verma,Proposal,15100.0,2025-12-03,,False,
D00237,Vertex Corp,South,Education,Cold Call,Sneha Iyer,Prospecting,3200.0,2025-10-06,,False,
D00238,Unity Solutions,South,Finance,Website,Sneha Iyer,Negotiation,18100.0,2025-08-13,,False,
D00239,Delta Solutions,Central,It Services,Partner,Vikram Shah,Negotiation,14800.0,2025-11-30,,False,
D00240,Titan Enterprises,South,Healthcare,Website,Sneha Iyer,Qualification,28600.0,2025-07-17,,False,
D00241,Bright Technologies,North,Retail,Website,Ananya Rao,Prospecting,7300.0,2025-01-31,,False,
D00242,Horizon Enterprises,South,Manufacturing,Referral,Karan Malhotra,Qualification,24800.0,2025-07-13,,False,
D00243,Everest Technologies,North,It Services,Partner,Priya Nair,Closed Lost,27100.0,2026-02-14,2026-05-06,False,81.0
D00244,Crest Industries,East,Retail,Partner,Priya Nair,Prospecting,8400.0,2026-04-24,,False,
D00245,Titan Systems,South,Education,Trade Show,Priya Nair,Proposal,3400.0,2025-10-06,,False,
D00246,Horizon Industries,South,Education,Trade Show,Ananya Rao,Negotiation,1700.0,2026-02-11,,False,
D00247,Delta Corp,South,Healthcare,Website,Rohit Verma,Proposal,24900.0,2024-11-24,,False,
